395.	914.9997560000002
321.	65.99975600000016
340.	58.99975600000016
364.	49.99975600000016
394.	45.99975600000016
424.	38.99975600000016
452.	28.99975600000016
475.	3.9997560000001613
979.	2.9997560000001613
995.	34.99975600000016
1021.	56.99975600000016
1049.	70.99975600000016
1089.	86.99975600000016
1134.	97.99975600000016
1171.	116.99975600000016
1204.	142.99975600000016
1235.	177.99975600000016
1264.	212.99975600000016
1288.	256.99975600000016
1311.	297.99975600000016
1328.	345.99975600000016
1342.	391.99975600000016
1354.	436.99975600000016
1361.	492.99975600000016
1369.	541.9997560000002
1362.	601.9997560000002
1349.	654.9997560000002
1327.	708.9997560000002
1298.	762.9997560000002
1262.	813.9997560000002
1218.	864.9997560000002
1174.	908.9997560000002
1130.	944.9997560000002
1074.	976.9997560000002
1022.	990.9997560000002
965.	1012.9997560000002
911.	1023.9997560000002
859.	1012.9997560000002
805.	1005.9997560000002
749.	991.9997560000002
693.	968.9997560000002
636.	943.9997560000002
580.	922.9997560000002
540.	908.9997560000002
478.	888.9997560000002
436.	896.9997560000002
