231.	1070.649353
227.	7.649353000000019
402.	83.64935300000002
452.	101.64935300000002
505.	108.64935300000002
565.	108.64935300000002
624.	96.64935300000002
672.	81.64935300000002
721.	66.64935300000002
774.	55.64935300000002
827.	43.64935300000002
880.	41.64935300000002
931.	49.64935300000002
983.	65.64935300000002
1029.	95.64935300000002
1065.	135.64935300000002
1079.	191.64935300000002
1081.	251.64935300000002
1075.	310.649353
1057.	368.649353
1038.	421.649353
1019.	473.649353
986.	541.649353
959.	597.649353
925.	667.649353
906.	718.649353
898.	771.649353
898.	837.649353
898.	898.649353
894.	950.649353
880.	998.649353
859.	1035.649353
820.	1068.649353
